id,civilité,nom,prenom,département,circonscription,groupe_politique,email,sites,twitter,facebook,permanence,commissions,informations
"PA794830","M.","Ott","Hubert","Haut-Rhin","2","Les Démocrates","hubert.ott@assemblee-nationale.fr","hubertott.alsace","@HubertOttAlsace","HubertOttAlsace","3, Rue des Champs 68124 Wintzenheim-Logelbach - Tél: 03 69 85 48 30","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA842045","Mme","Ozenne","Julie","Essonne","9","Écologiste et Social","julie.ozenne@assemblee-nationale.fr","www.julie-ozenne.fr/","@OzenneJulie","julie-ozenne","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA793872","Mme","Oziol","Nathalie","Hérault","2","La France insoumise - Nouveau Front Populaire","nathalie.oziol@assemblee-nationale.fr","","@NathalieOziol","","3, Boulevard Renouvier 34000 Montpellier","Membre  de la Commission des affaires étrangères | ",""
"PA720334","M.","Pahun","Jimmy","Morbihan","2","Les Démocrates","jimmy.pahun@assemblee-nationale.fr","jimmypahun.fr","@jimmypahun","jm.pahun","25, Rue du Port 56570 Locmiquélic - Tél: 06 43 31 45 51 - Tél: 02 97 14 01 06","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA793210","M.","Panifous","Laurent","Ariège","2","Libertés, Indépendants, Outre-mer et Territoires","laurent.panifous@assemblee-nationale.fr","","","laurentpanifous2022","11, Place de la Mairie 09130 Le Fossat","Membre  de la Commission des affaires sociales | Secrétaire de l'Assemblée nationale",""
"PA719632","Mme","Panonacle","Sophie","Gironde","8","Ensemble pour la République","sophie.panonacle@assemblee-nationale.fr","sophie-panonacle.fr","","Sophie Panonacle","14, Boulevard du Général Leclerc 33120 Arcachon","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA720892","Mme","Panot","Mathilde","Val-de-Marne","10","La France insoumise - Nouveau Front Populaire","mathilde.panot@assemblee-nationale.fr","","@mathildepanot","MathildePanotFI","01, Promenée du Liégat 94200 Ivry sur Seine","Membre  de la Commission des affaires étrangères | ",""
"PA841381","Mme","Pantel","Sophie","Lozère","1","Socialistes et apparentés","sophie.pantel@assemblee-nationale.fr","","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | Secrétaire de l'Assemblée nationale",""
"PA794670","Mme","Parmentier","Caroline","Pas-de-Calais","9","Rassemblement National","caroline.parmentier@assemblee-nationale.fr","","@Parmentier_RN","","77, Rue de l'Égalité 62400 Béthune","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA793398","M.","Patrier-Leitus","Jérémie","Calvados","3","Horizons & Indépendants","jeremie.patrier-leitus@assemblee-nationale.fr","www.patrierleitus.fr","","","","Vice-président  de la Commission des affaires culturelles et de l'éducation | ",""
"PA718784","M.","Pauget","Éric","Alpes-Maritimes","7","Droite Républicaine","e.pauget@orange.fr|eric.pauget@assemblee-nationale.fr","www.ericpauget.fr","@EricPAUGET1","PaugetDepute","6, Rue Sadi Carnot 06600 Antibes - Tél: 04 93 67 03 30","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA840793","M.","Pena","Marc","Bouches-du-Rhône","11","Socialistes et apparentés","marc.pena@assemblee-nationale.fr","penamarc.fr","@MarcPena_","marcpena","3, Avenue Victor Hugo 13100 Aix-en-Provence","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA841199","M.","Perez","Thierry","Isère","10","Rassemblement National","thierry.perez@assemblee-nationale.fr","","@thierryperez43","","37, Rue Aristide Briand 38110 La Tour du Pin","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA721442","Mme","Petex","Christelle","Haute-Savoie","3","Droite Républicaine","christelle.petex-levet@assemblee-nationale.fr","christelle-petexlevet.fr","","ChristellePetex","27, Place de Stockach 74800 La Roche-sur-Foron - Tél: 0456660868","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA721234","Mme","Petit","Maud","Val-de-Marne","4","Les Démocrates","maud.petit@assemblee-nationale.fr","","@MaudPetit_AN94","Maud.Petit.off","","Membre  de la Commission des affaires étrangères | ",""
"PA721182","M.","Petit","Frédéric","Français établis hors de France","7","Les Démocrates","frederic.petit@assemblee-nationale.fr","frederic-petit.eu","","","","Membre  de la Commission des affaires étrangères | ",""
"PA721270","M.","Peu","Stéphane","Seine-Saint-Denis","2","Gauche Démocrate et Républicaine","stephane.peu@assemblee-nationale.fr","www.stephanepeu.fr","@stephane1peu","stephanepeu","121, Rue Gabriel Péri 93200 Saint-Denis - Tél: 01 41 68 21 89","Membre  de la Commission des affaires économiques | Secrétaire de l'Assemblée nationale",""
"PA793708","M.","Peytavie","Sébastien","Dordogne","4","Écologiste et Social","sebastien.peytavie@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires sociales | Secrétaire de l'Assemblée nationale",""
"PA794582","M.","Pfeffer","Kévin","Moselle","6","Rassemblement National","kevin.pfeffer@assemblee-nationale.fr","","@k_pfeffer","Kevin.Pfeffer57","70, Rue Nationale 57350 Stiring-Wendel - Tél: 06 60 38 67 23","Membre  de la Commission des affaires étrangères | ",""
"PA794270","Mme","Pic","Anna","Manche","4","Socialistes et apparentés","anna.pic@assemblee-nationale.fr","","","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA817211","M.","Pilato","René","Charente","1","La France insoumise - Nouveau Front Populaire","rene.pilato@assemblee-nationale.fr","renepilato.fr/","@PilatoRene","René Pilato","123, Rue de Périgueux 16000 Angoulême - Tél: 05 16 53 07 83","Membre  de la Commission des affaires sociales | ",""
"PA793756","M.","Piquemal","François","Haute-Garonne","4","La France insoumise - Nouveau Front Populaire","francois.piquemal@assemblee-nationale.fr","francoispiquemal.fr/","@FraPiquemal","francoispiquemal31","18, Place Roguet 31300 Toulouse","Membre  de la Commission des affaires économiques | ",""
"PA608172","Mme","Pirès Beaune","Christine","Puy-de-Dôme","2","Socialistes et apparentés","christine.piresbeaune@assemblee-nationale.fr|cpbdeputee@gmail.com","","@cpiresbeaune","ChristinePiresBeaune","8 Ter, Avenue de Virlogeux 63200 Riom - Tél: 04 73 63 55 61","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | Questeure de l'Assemblée nationale",""
"PA721844","Mme","Piron","Béatrice","Yvelines","3","Horizons & Indépendants","beatrice.piron@assemblee-nationale.fr","www.beatricepiron.fr","@beatricepiron","BPiron78","6, Parc des fontenelles 78870 Bailly - Tél: 0130515688","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA793572","M.","Plassard","Christophe","Charente-Maritime","5","Horizons & Indépendants","christophe.plassard@assemblee-nationale.fr","christopheplassard.fr","@cplassard","cplassard","25 Bis, Rue du Marché 17200 Royan - Tél: 06 07 04 31 05","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA793664","Mme","Pochon","Marie","Drôme","3","Écologiste et Social","marie.pochon@assemblee-nationale.fr|contact@mariepochon.fr","www.mariepochon.fr","@mariepochon","mariepochondeputee","4, Rue du 8 mai 1945 26400 Crest - Tél: 0665822599","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA793656","Mme","Pollet","Lisette","Drôme","2","Rassemblement National","lisette.pollet@assemblee-nationale.fr","","","","5, Avenue d'Aygu 26200 Montelimar - Tél: 0426790309","Membre  de la Commission des affaires sociales | ",""
"PA719528","M.","Portarrieu","Jean-François","Haute-Garonne","5","Horizons & Indépendants","contact@portarrieu.fr|jean-francois.portarrieu@assemblee-nationale.fr","portarrieu.fr","@jfportarrieu","","2 Bis, Rue des Marronniers 31140 Fonbeauzard","Membre  de la Commission des affaires étrangères | ",""
"PA796062","M.","Portes","Thomas","Seine-Saint-Denis","3","La France insoumise - Nouveau Front Populaire","thomas.portes@assemblee-nationale.fr","thomasportes93.com","@Portes_Thomas","thomas portes","12, Place Georges Pompidou 93160 Noisy-le-Grand","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA794994","M.","Portier","Alexandre","Rhône","9","Droite Républicaine","alexandre.portier@assemblee-nationale.fr|contact@alexandreportier.fr","alexandreportier.fr","@Portier_A_","alexandre.portier.73","413, Philippe Héron 69400 Villefranche-sur-Saône - Tél: 04 74 65 74 53","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA607553","M.","Potier","Dominique","Meurthe-et-Moselle","5","Socialistes et apparentés","dominique.potier@assemblee-nationale.fr","www.dominiquepotier.com","@potierdominique","potierdominique","27, Avenue du Maréchal Foch 54200 Toul","Membre  de la Commission des affaires économiques | ",""
"PA720720","Mme","Poueyto","Josy","Pyrénées-Atlantiques","1","Les Démocrates","josy.poueyto@assemblee-nationale.fr","","@josypoueyto","","14, Rue Jean-Jacques de Monaix 64010 Pau Cedex","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA795270","Mme","Poussier-Winsback","Marie-Agnès","Seine-Maritime","9","Horizons & Indépendants","marieagnes.poussier-winsback@assemblee-nationale.fr","","@mapoussier","marieagnes.poussierwinsback","1, Place du Général Leclerc 76400 Fécamp - Tél: 02 27 30 07 36","Membre  de la Commission des affaires économiques | ",""
"PA721916","Mme","Pouzyreff","Natalia","Yvelines","6","Ensemble pour la République","natalia.pouzyreff@assemblee-nationale.fr","www.nataliapouzyreff.fr","@npouzyreff78","","30 bis, Rue du vieil abreuvoir 78100 Saint Germain en Laye - Tél: 0139108977","Secrétaire  de la Commission de la défense nationale et des forces armées | ",""
"PA720100","M.","Pradié","Aurélien","Lot","1","Non inscrit","aurelien.pradie@assemblee-nationale.fr","www.aurelienpradie.fr","@AurelienPradie","aurelien.pradie","93, Rue Caviole 46000 Cahors - Tél: 05 65 30 22 87","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA840955","M.","Pribetich","Pierre","Côte-d'Or","3","Socialistes et apparentés","pierre.pribetich@assemblee-nationale.fr","","","","1, Rue Jean Monnet 21300 Chenove","Membre  de la Commission des affaires étrangères | ",""
"PA841367","M.","Proença","Christophe","Lot","2","Socialistes et apparentés","christophe.proenca@assemblee-nationale.fr","www.proencachristophe.fr","@chproenca","people/Christophe-Proença-Député-du-Lot/61566907956789/","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA719578","M.","Prud&#8217;homme","Loïc","Gironde","3","La France insoumise - Nouveau Front Populaire","loic.prudhomme@assemblee-nationale.fr","www.loicprudhomme.fr","@PrudhommeLoic","","281, Route de Toulouse 33140 Villenave-d'Ornon - Tél: 05 57 93 51 42","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA795966","M.","Rambaud","Stéphane","Var","3","Rassemblement National","stephane.rambaud@assemblee-nationale.fr","","@stephan1Rambaud","SRambaudRN","19, Avenue des Îles d'Or 83400 Hyères - Tél: 04 83 69 05 73","Membre  de la Commission des affaires étrangères | ",""
"PA720092","M.","Ramos","Richard","Loiret","6","Les Démocrates","richard.ramos@assemblee-nationale.fr","","","","19, Rue de la République 45000 Orléans","Secrétaire  de la Commission des affaires économiques | ",""
"PA793230","Mme","Ranc","Angélique","Aube","3","Rassemblement National","angelique.ranc@assemblee-nationale.fr","","@angelique_ranc","rancangelique","39, Rue Marie Pascale Ragueneau 10000 Troyes - Tél: 09.71.25.40.39|18, Rue de la Boule d'Or 10100 Romilly-sur-Seine","Membre  de la Commission des affaires sociales | ",""
"PA793254","M.","Rancoule","Julien","Aude","3","Rassemblement National","julien.rancoule@assemblee-nationale.fr","","@J_Rancoule","JRancouleRN","7, Rue de l'Officialité 11300 Limoux - Tél: 0411220005","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA721062","M.","Ratenon","Jean-Hugues","Réunion","5","La France insoumise - Nouveau Front Populaire","jean-hugues.ratenon@assemblee-nationale.fr","","@DeputeRatenon","Depute.Ratenon","13, Cité Curiale 97470 Saint-Benoît","Membre  de la Commission des affaires sociales | ",""
"PA720552","Mme","Rauch","Isabelle","Moselle","9","Horizons & Indépendants","isabelle.rauch@assemblee-nationale.fr","www.isabelle-rauch-deputee.fr","","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA794154","M.","Raux","Jean-Claude","Loire-Atlantique","6","Écologiste et Social","jean-claude.raux@assemblee-nationale.fr","www.jeanclauderaux.fr","@JeanClaudeRaux","JClaudeRaux","8, Place de l'Église 44170 Abbaretz","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA793094","M.","Ray","Nicolas","Allier","3","Droite Républicaine","nicolas.ray@assemblee-nationale.fr","","@NicolasRay03","raynicolas03","2, Rue du Casino 03200 Vichy - Tél: 04 43 90 03 28","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA341981","Mme","Récalde","Marie","Gironde","6","Socialistes et apparentés","marie.recalde@assemblee-nationale.fr","","","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA794778","Mme","Regol","Sandra","Bas-Rhin","1","Écologiste et Social","sandra.regol@assemblee-nationale.fr","","@sandraregol","Sandra.Regol","6, Rue de Rosheim 67000 Strasbourg","Vice-présidente  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA795240","Mme","Reid Arbelot","Mereana","Polynésie Française","3","Gauche Démocrate et Républicaine","mereana.reidarbelot@assemblee-nationale.fr","","","","","Membre  de la Commission de la défense nationale et des forces armées | Secrétaire de l'Assemblée nationale",""
"PA841955","M.","Renault","Matthias","Somme","3","Rassemblement National","matthias.renault@assemblee-nationale.fr","","@MatthiasRN","","199, Rue Henri Barbusse 80130 Friville-Escarbotin - Tél: 03 22 30 07 93","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA840657","Mme","Ricourt Vaginay","Sophie","Alpes-de-Haute-Provence","2","UDR","sophie.vaginay@assemblee-nationale.fr","","@SophieVaginay","sophie.vaginay.ricourt","","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA335758","M.","Riester","Franck","Seine-et-Marne","5","Ensemble pour la République","franck.riester@assemblee-nationale.fr","www.franckriester.fr/","@franckriester","franck.riester","","Membre  de la Commission des affaires étrangères | ",""
"PA795876","M.","Rimane","Davy","Guyane","2","Gauche Démocrate et Républicaine","davy.rimane@assemblee-nationale.fr","","","","13.2, Place Appolo CV quartier Simarouba 97310 Kourou","Membre  de la Commission des affaires étrangères | ",""
"PA841981","Mme","Rimbert","Catherine","Vaucluse","5","Rassemblement National","catherine.rimbert@assemblee-nationale.fr","","@cathRimbert84","Catherine Rimbert","152, Boulevard Gilloux et Raymond 84200 Carpentras","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA721426","Mme","Riotton","Véronique","Haute-Savoie","1","Ensemble pour la République","veronique.riotton@assemblee-nationale.fr","riotton.fr","@V_Riotton","veronique.riotton.2017","8, Avenue d'Aléry 74000 Annecy - Tél: 0450248819","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA720066","Mme","Rist","Stéphanie","Loiret","1","Ensemble pour la République","stephanie.rist@assemblee-nationale.fr","stephanierist.fr/","@stephanie_rist","StephanieRistDeputee","12, Place Clovis 45750 Saint-Pryvé-Saint-Mesmin","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA842227","M.","Rivière","Joseph","Réunion","3","Rassemblement National","joseph.riviere@assemblee-nationale.fr","","","joseph.riviere.legislatives.2024","","Membre  de la Commission des affaires économiques | ",""
"PA722252","Mme","Rixain","Marie-Pierre","Essonne","4","Ensemble pour la République","marie-pierre.rixain@assemblee-nationale.fr|mprixain.perm@orange.fr","","@RixainMP","RixainMP","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA794442","Mme","Robert-Dehault","Laurence","Haute-Marne","2","Rassemblement National","laurence.robert-dehault@assemblee-nationale.fr","","","","24, Rue de la Commune de Paris 52100 Saint-Dizier - Tél: 0663399926","Membre  de la Commission des affaires étrangères | ",""
"PA795528","M.","Rodwell","Charles","Yvelines","1","Ensemble pour la République","charles.rodwell@assemblee-nationale.fr","www.charlesrodwell.fr","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA266808","M.","Rolland","Vincent","Savoie","2","Droite Républicaine","vincent-rolland@wanadoo.fr|vincent.rolland@assemblee-nationale.fr","","","","5, Place Ferdinand Million 73200 Albertville - Tél: 04 79 32 03 68","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA841927","Mme","Ronceret","Anne-Sophie","Yvelines","10","Ensemble pour la République","anne-sophie.ronceret@assemblee-nationale.fr","","","","1, Rue de Clairefontaine 78120 Rambouillet","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA721458","M.","Roseren","Xavier","Haute-Savoie","6","Horizons & Indépendants","xavier.roseren@assemblee-nationale.fr","roseren.com","@XavierRoseren","xroseren","84, Avenue de Genève 74700 Sallanches - Tél: 07 85 83 31 09","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA840673","Mme","Rossi","Valérie","Hautes-Alpes","2","Socialistes et apparentés","valerie.rossi@assemblee-nationale.fr","","","people/Valerie-Rossi-Députée/61562491241503","13, Place Barthelon 05200 Embrun","Membre  de la Commission des affaires économiques | ",""
"PA342196","Mme","Rouaux","Claudia","Ille-et-Vilaine","3","Socialistes et apparentés","claudia.rouaux@assemblee-nationale.fr","www.claudiarouaux.fr","@claudia_rouaux","claudiarouaux35","2, Avenue du Languedoc 35000 Rennes - Tél: 02.99.33.03.92","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA795410","Mme","Roullaud","Béatrice","Seine-et-Marne","6","Rassemblement National","beatrice.roullaud@assemblee-nationale.fr","","@ROULLAUDBEATRIC","","31, Cours Pinteville 77100 Meaux","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA606545","M.","Roumégas","Jean-Louis","Hérault","1","Écologiste et Social","jean-louis.roumegas@assemblee-nationale.fr","","@jlroumegas","jlroumegas","","Membre  de la Commission des affaires étrangères | ",""
"PA795076","Mme","Rousseau","Sandrine","Paris","9","Écologiste et Social","sandrine.rousseau@assemblee-nationale.fr","www.sandrinerousseau.fr","@sandrousseau","","11, Rue primatice 75013 Paris","Secrétaire  de la Commission des affaires sociales | ",""
"PA826635","M.","Rousseau","Aurélien","Yvelines","7","Socialistes et apparentés","aurelien.rousseau@assemblee-nationale.fr","","@aur_rousseau","","2, Rue de l'Ambassadeur 78700 Conflans-Sainte-Honorine","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA841327","M.","Roussel","Fabrice","Loire-Atlantique","5","Socialistes et apparentés","fabrice.roussel@assemblee-nationale.fr","","@RousselFabrice","FabriceRoussel44","12, Rue de Saintonge 44240 La Chapelle-sur-Erdre","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA795888","Mme","Rousselot","Marie-Ange","Français établis hors de France","6","Ensemble pour la République","marie-ange.rousselot@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires étrangères | ",""
"PA793270","M.","Rousset","Jean-François","Aveyron","3","Ensemble pour la République","jean-francois.rousset@assemblee-nationale.fr","","","jeanfrancois.rousset.3","8, Place du Mandarous 12100 Millau - Tél: 05.82.24.00.52","Membre  de la Commission des affaires sociales | ",""
"PA842097","Mme","Roy","Sophie-Laurence","Yonne","2","Rassemblement National","sophie-laurence.roy@assemblee-nationale.fr","www.slr2024.fr","","","","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA722142","M.","Ruffin","François","Somme","1","Écologiste et Social","contact@picardiedebout.fr|francois.ruffin@assemblee-nationale.fr","www.francoisruffin.fr","@Francois_Ruffin","FrancoisRuffin80","90, Chaussée Saint-Pierre 80000 AMIENS","Membre  de la Commission des affaires économiques | ",""
"PA841717","Mme","Runel","Sandrine","Rhône","4","Socialistes et apparentés","sandrine.runel@assemblee-nationale.fr|sandrine.runel@mairie-lyon.fr","","@SandrineRunel","SandrineRunelLyon","","Membre  de la Commission des affaires sociales | ",""
"PA794894","Mme","Sabatini","Anaïs","Pyrénées-Orientales","2","Rassemblement National","anais.sabatini@assemblee-nationale.fr","","","","441, Rue Aristide Berges 66000 Perpignan","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA794570","M.","Sabatou","Alexandre","Oise","3","Rassemblement National","alexandre.sabatou@assemblee-nationale.fr|permanence.sabatou@gmail.com","www.alexandresabatou.fr","@ASabatou","SabatouAlexandre","170, Rue Henri Barbusse 60230 Chambly","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA841845","M.","Saint-Martin","Arnaud","Seine-et-Marne","1","La France insoumise - Nouveau Front Populaire","arnaud.saint-martin@assemblee-nationale.fr","","","saintmartin2022","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA841243","M.","Saint-Pasteur","Sébastien","Gironde","7","Socialistes et apparentés","sebastien.saint-pasteur@assemblee-nationale.fr","","","","48, Avenue Jean Jaurès 33600 Pessac","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA720138","Mme","Saint-Paul","Laetitia","Maine-et-Loire","4","Horizons & Indépendants","laetitia.saint-paul@assemblee-nationale.fr","www.laetitia-saint-paul.fr","@l_saintpaul","laetitiasaintpaulrem","","Vice-présidente  de la Commission des affaires étrangères | ",""
"PA795982","M.","Saintoul","Aurélien","Hauts-de-Seine","11","La France insoumise - Nouveau Front Populaire","aurelien.saintoul@assemblee-nationale.fr","www.aureliensaintoul.fr","@A_Saintoul","","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA794954","M.","Salmon","Emeric","Haute-Saône","2","Rassemblement National","emeric.salmon@assemblee-nationale.fr","","@EmericSalmon","emeric.salmonoff","5, Rue de la Font 70200 Lure","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA721110","Mme","Sanquer","Nicole","Polynésie Française","2","Libertés, Indépendants, Outre-mer et Territoires","nicole.sanquer@assemblee-nationale.fr|sanquern@yahoo.fr","","","nicolesanquerfareata"," BP 11511 98709 Mahina - Tél: 00 689 87 78 60 99","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA605745","M.","Sansu","Nicolas","Cher","2","Gauche Démocrate et Républicaine","nicolas.sansu@assemblee-nationale.fr","","","","38, Rue du Maréchal Joffre 18100 Vierzon - Tél: 0658417129","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA774960","Mme","Santiago","Isabelle","Val-de-Marne","9","Socialistes et apparentés","isabelle.santiago@assemblee-nationale.fr","","@isasantiago_94","isabelle.santiago.7374","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA610002","Mme","Sas","Eva","Paris","8","Écologiste et Social","eva.sas@assemblee-nationale.fr","","@_EvaSas","","10, Rue Taine 75012 Paris","Membre de la commission des finances de la Commission des finances, de l'économie générale et du contrôle budgétaire | Secrétaire de l'Assemblée nationale",""
"PA340343","M.","Saulignac","Hervé","Ardèche","1","Socialistes et apparentés","herve.saulignac2017@gmail.com|herve.saulignac@assemblee-nationale.fr","www.hervesaulignac.fr","@hsaulignac","herve.saulignac","5, Cours du Palais 07000 Privas - Tél: 0475645649","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA721314","M.","Schellenberger","Raphaël","Haut-Rhin","4","Non inscrit","raphael.schellenberger@assemblee-nationale.fr","www.raphael-schellenberger.fr","@RSCactu","SchellenbergerR","8, Rue James Barbier 68700 Cernay - Tél: 03 89 28 20 59","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA796050","M.","Schreck","Philippe","Var","8","Rassemblement National","philippe.schreck@assemblee-nationale.fr|contact@philippe-schreck.fr","www.philippe-schreck.fr/","@Ph_Schreck","Philippe Schreck","18, Boulevard Georges Clemenceau 83300 Draguignan","Membre  de la Commission des lois constitutionnelles, de la législation et de l'administration générale de la République | ",""
"PA795808","Mme","Sebaihi","Sabrina","Hauts-de-Seine","4","Écologiste et Social","sabrina.sebaihi@assemblee-nationale.fr","","","","19, Rue Sadi Carnot ter 92000 Nanterre","Membre  de la Commission des affaires étrangères | Secrétaire de l'Assemblée nationale",""
"PA757225","M.","Seo","Mikaele","Wallis-et-Futuna","1","Ensemble pour la République","mikaele.seo@assemblee-nationale.fr","www.mikaele-seo.com","@MikaeleSeo","Mikaele Seo","","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA793416","M.","Sertin","Freddy","Calvados","6","Ensemble pour la République","freddy.sertin@assemblee-nationale.fr","","@SertinFreddy","freddy.sertin","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA720960","M.","Serva","Olivier","Guadeloupe","1","Libertés, Indépendants, Outre-mer et Territoires","o.serva@ose.gp|olivier.serva@assemblee-nationale.fr","www.olivierserva.fr","@olivier_serva","Olivier-SERVA-407236749324296","Rue Abare Providence 97139 Les Abymes - Tél: 05 90 97 15 08","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA842255","Mme","Sicard","Anne","Val-d'Oise","1","Rassemblement National","anne.sicard@assemblee-nationale.fr","","","","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA841091","M.","Simion","Arnaud","Haute-Garonne","6","Socialistes et apparentés","arnaud.simion@assemblee-nationale.fr","","@ArnoSimion","arnaud.simion","","Membre  de la Commission des affaires sociales | ",""
"PA796018","Mme","Simonnet","Danielle","Paris","15","Écologiste et Social","danielle.simonnet@assemblee-nationale.fr","www.daniellesimonnet.fr","@SimonnetDeputee","daniellesimonnetparis","105, Rue des Pyrénées 75020 Paris","Membre  de la Commission des affaires sociales | ",""
"PA794802","M.","Sitzenstuhl","Charles","Bas-Rhin","5","Ensemble pour la République","charles.sitzenstuhl@assemblee-nationale.fr","","@CSitzenstuhl","charles.sitzenstuhl","3, Boulevard du Maréchal Foch 67600 Sélestat - Tél: 0388929826","Membre  de la Commission des finances, de l'économie générale et du contrôle budgétaire | ",""
"PA720190","M.","Sorre","Bertrand","Manche","2","Ensemble pour la République","bertrand.sorre@assemblee-nationale.fr","","@BertrandSorre","Bertrand SORRE Député de la Manche","1768, Avenue des Matignon 50400 Granville - Tél: 02.33.48.12.67","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA841681","M.","Sother","Thierry","Bas-Rhin","3","Socialistes et apparentés","thierry.sother@assemblee-nationale.fr","","","","125, Route de Mittelhausbergen 67200 Strasbourg","Membre  de la Commission de la défense nationale et des forces armées | ",""
"PA795466","Mme","Soudais","Ersilia","Seine-et-Marne","7","La France insoumise - Nouveau Front Populaire","ersilia.soudais@assemblee-nationale.fr","ersiliasoudais.fr/","@ErsiliaSoudais","esoudaisFI","","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA794486","Mme","Spillebout","Violette","Nord","9","Ensemble pour la République","violette.spillebout@assemblee-nationale.fr","www.vspillebout.fr","@Vspillebout","Vspillebout","","Membre  de la Commission des affaires culturelles et de l'éducation | ",""
"PA793744","Mme","Stambach-Terrenoir","Anne","Haute-Garonne","2","La France insoumise - Nouveau Front Populaire","anne.stambach-terrenoir@assemblee-nationale.fr","","@Anne_Stambach","Anne-Stambach-Terrenoir-106633648813593","90, Avenue Yves Brunaud 31500 Toulouse","Membre  de la Commission du développement durable et de l'aménagement du territoire | ",""
"PA267794","Mme","Tabarot","Michèle","Alpes-Maritimes","9","Droite Républicaine","michele.tabarot@assemblee-nationale.fr","www.micheletabarot.fr/","@MTabarot","MTabarot","56, Place du Logis 06580 Pégomas - Tél: 04 93 42 61 23","Membre  de la Commission des affaires étrangères | Questeure de l'Assemblée nationale",""
